[06-Mar-2026 09:59:33] NOTICE: fpm is running, pid 19
[06-Mar-2026 09:59:33] NOTICE: ready to handle connections
[06-Mar-2026 13:23:56] NOTICE: Terminating ...
[06-Mar-2026 13:23:56] NOTICE: exiting, bye-bye!
[06-Mar-2026 13:24:10] NOTICE: fpm is running, pid 19
[06-Mar-2026 13:24:10] NOTICE: ready to handle connections
127.0.0.1 -  06/Mar/2026:13:24:18 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:24:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:37 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:37 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:37 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:37 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:41 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:42 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:42 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:43 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:26:43 +0000 "GET /index.php" 200
[06-Mar-2026 13:26:49] NOTICE: Terminating ...
[06-Mar-2026 13:26:49] NOTICE: exiting, bye-bye!
[06-Mar-2026 13:26:59] NOTICE: fpm is running, pid 19
[06-Mar-2026 13:26:59] NOTICE: ready to handle connections
127.0.0.1 -  06/Mar/2026:13:27:10 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:11 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:19 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:19 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:32 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:32 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:32 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:27:32 +0000 "GET /index.php" 200
[06-Mar-2026 13:28:48] NOTICE: Terminating ...
[06-Mar-2026 13:28:48] NOTICE: exiting, bye-bye!
[06-Mar-2026 13:28:58] NOTICE: fpm is running, pid 19
[06-Mar-2026 13:28:58] NOTICE: ready to handle connections
127.0.0.1 -  06/Mar/2026:13:29:04 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:09 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:09 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:15 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:16 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:17 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:17 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:17 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:17 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:17 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:17 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:17 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:17 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:17 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:18 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:18 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:18 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:19 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:19 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:20 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:20 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:20 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:29:20 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:39 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:39 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:36:40 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:06 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:09 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:09 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:09 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:09 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:14 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:14 +0000 "GET /index.php" 200
[06-Mar-2026 13:39:20] NOTICE: Terminating ...
[06-Mar-2026 13:39:20] NOTICE: exiting, bye-bye!
[06-Mar-2026 13:39:33] NOTICE: fpm is running, pid 19
[06-Mar-2026 13:39:33] NOTICE: ready to handle connections
127.0.0.1 -  06/Mar/2026:13:39:45 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:45 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:45 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:45 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:45 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:45 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:46 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:46 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:46 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:46 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:46 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:46 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:46 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:39:46 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:43:39 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:43:39 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:43:39 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:43:39 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:44:00 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:44:00 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:01 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:01 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:01 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:01 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:09 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:09 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:14 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:14 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:20 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:20 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:21 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:23 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:30 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:45:31 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:49:21 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:49:22 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:49:24 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:49:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:49:27 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:49:28 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:50:54 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:50:54 +0000 "GET /index.php" 200
[06-Mar-2026 13:51:50] NOTICE: Terminating ...
[06-Mar-2026 13:51:50] NOTICE: exiting, bye-bye!
[06-Mar-2026 13:52:01] NOTICE: fpm is running, pid 20
[06-Mar-2026 13:52:01] NOTICE: ready to handle connections
127.0.0.1 -  06/Mar/2026:13:52:11 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:12 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:13 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:52:13 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:24 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:32 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:53:32 +0000 "GET /index.php" 200
[06-Mar-2026 13:57:11] NOTICE: Terminating ...
[06-Mar-2026 13:57:11] NOTICE: exiting, bye-bye!
[06-Mar-2026 13:57:23] NOTICE: fpm is running, pid 19
[06-Mar-2026 13:57:23] NOTICE: ready to handle connections
127.0.0.1 -  06/Mar/2026:13:57:32 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:33 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:34 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:57:34 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:13:58:54 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:13:58:54 +0000 "GET /index.php" 200
[06-Mar-2026 14:02:38] NOTICE: Terminating ...
[06-Mar-2026 14:02:38] NOTICE: exiting, bye-bye!
[06-Mar-2026 14:02:48] NOTICE: fpm is running, pid 19
[06-Mar-2026 14:02:48] NOTICE: ready to handle connections
127.0.0.1 -  06/Mar/2026:14:02:57 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:02:58 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "OPTIONS /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:03:14 +0000 "GET /index.php" 200
[06-Mar-2026 14:04:57] NOTICE: Terminating ...
[06-Mar-2026 14:04:57] NOTICE: exiting, bye-bye!
[06-Mar-2026 14:05:07] NOTICE: fpm is running, pid 19
[06-Mar-2026 14:05:07] NOTICE: ready to handle connections
[06-Mar-2026 14:05:13] NOTICE: Terminating ...
[06-Mar-2026 14:05:13] NOTICE: exiting, bye-bye!
[06-Mar-2026 14:05:23] NOTICE: fpm is running, pid 20
[06-Mar-2026 14:05:23] NOTICE: ready to handle connections
127.0.0.1 -  06/Mar/2026:14:06:08 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:06:09 +0000 "GET /index.php" 200
127.0.0.1 -  06/Mar/2026:14:06:09 +0000 "OPTIONS /index.php" 200
